SCENARIO,YEAR,BUILDING_CLASS,GFA_Bm2,TOTAL_HEATING_kWh_m2_yr,TOTAL_COOLING_kWh_m2_yr,TOTAL_HEATING_EJ,TOTAL_COOLING_EJ
data_A1B_2010,2010,Residential,21.850060268195563,96.07672890973268,65.12691194057692,7.557416341375486,5.122897023539056
data_A1B_2010,2010,Residential,21.770887405266016,96.07672890973268,65.12691194057692,7.530032330496204,5.104334400879511
data_A1B_2010,2010,Residential,22.370619597660877,96.07672890973268,65.12691194057692,7.737465436657982,5.244945741334815
data_A1B_2010,2010,Residential,21.888946314025166,96.07672890973268,65.12691194057692,7.570866100076237,5.132014124635917
data_A1B_2010,2010,Residential,22.03435199374166,96.07672890973268,65.12691194057692,7.621158467535642,5.166105487070718
data_A1B_2010,2010,Residential,22.093588069708016,96.07672890973268,65.12691194057692,7.641646817819908,5.179993792802117
data_A1B_2010,2010,Residential,21.851959870787983,96.07672890973268,65.12691194057692,7.5580733687473955,5.123342398441786
data_A1B_2010,2010,Residential,22.067235468210406,96.07672890973268,65.12691194057692,7.632532079519361,5.173815243996413
data_A1B_2010,2010,Residential,21.87472559878054,96.07672890973268,65.12691194057692,7.56594749278378,5.12867998006583
data_A1B_2010,2010,Residential,22.12461607425614,96.07672890973268,65.12691194057692,7.652378666873595,5.187268522033747
data_A1B_2010,2010,Residential,21.862693389632117,96.07672890973268,65.12691194057692,7.5617858377162435,5.125858945813454
data_A1B_2010,2010,Residential,22.224821915810427,96.07672890973268,65.12691194057692,7.687037484980656,5.210762471301563
data_A1B_2010,2010,Residential,22.178050872700265,96.07672890973268,65.12691194057692,7.670860493193661,5.199796678319946
data_A1B_2010,2010,Residential,21.953755336883372,96.07672890973268,65.12691194057692,7.593282000188427,5.147209046124627
data_A1B_2010,2010,Residential,21.992641348856864,96.07672890973268,65.12691194057692,7.606731747179155,5.156326139283691
data_A1B_2010,2010,Residential,21.946850711770285,96.07672890973268,65.12691194057692,7.590893854525659,5.1455902092424255
data_A1B_2010,2010,Residential,22.04605584825926,96.07672890973268,65.12691194057692,7.625206552543315,5.168849536319839
data_A1B_2010,2010,Residential,22.315756196708712,96.07672890973268,65.12691194057692,7.718489490696733,5.2320826393575555
data_A1B_2010,2010,Residential,22.15262781597488,96.07672890973268,65.12691194057692,7.66206726232904,5.193836067684135
data_A1B_2010,2010,Residential,22.00721012342984,96.07672890973268,65.12691194057692,7.611770739917857,5.159741888758997
data_A1B_2010,2010,Residential,21.745707490427495,96.07672890973268,65.12691194057692,7.521323196629325,5.0984307965326146
data_A1B_2010,2010,Residential,22.03318118729213,96.07672890973268,65.12691194057692,7.620753513421757,5.165830983439982
data_A1B_2010,2010,Residential,21.968759191629477,96.07672890973268,65.12691194057692,7.598471476814581,5.150726803141174
data_A1B_2010,2010,Residential,21.760348968924443,96.07672890973268,65.12691194057692,7.526387335926725,5.101863591943317
data_A1B_2010,2010,Residential,22.169467626324863,96.07672890973268,65.12691194057692,7.667891752347032,5.197784277128869
data_A1B_2010,2010,Residential,22.086522272233022,96.07672890973268,65.12691194057692,7.639202926469178,5.1783371679503185
data_A1B_2010,2010,Residential,21.92947368593964,96.07672890973268,65.12691194057692,7.584883554445701,5.141516045930603
data_A1B_2010,2010,Residential,21.879730330652528,96.07672890973268,65.12691194057692,7.5676785105461715,5.129853373900717
data_A1B_2010,2010,Residential,22.13617474434415,96.07672890973268,65.12691194057692,7.656376536038966,5.189978531794047
data_A1B_2010,2010,Residential,21.987565228115507,96.07672890973268,65.12691194057692,7.604976037704185,5.15513600783701
data_A1B_2010,2010,Residential,22.15808568986691,96.07672890973268,65.12691194057692,7.663955011142292,5.195115703784591
data_A1B_2010,2010,Residential,22.050610712308238,96.07672890973268,65.12691194057692,7.6267819717217495,5.1699174555471865
data_A1B_2010,2010,Residential,22.00942644241786,96.07672890973268,65.12691194057692,7.612537311960778,5.16026152000063
data_A1B_2010,2010,Residential,22.214040627062424,96.07672890973268,65.12691194057692,7.683308493537833,5.208234723947133
data_A1B_2010,2010,Residential,22.160638415763476,96.07672890973268,65.12691194057692,7.664837938336496,5.1957142079414185
data_A1B_2010,2010,Residential,22.134407374848152,96.07672890973268,65.12691194057692,7.655765244951145,5.189564159850931
data_A1B_2010,2010,Residential,22.282973935519497,96.07672890973268,65.12691194057692,7.707150885979965,5.224396612581897
data_A1B_2010,2010,Residential,21.9737938662049,96.07672890973268,65.12691194057692,7.600212851046173,5.151907217248976
data_A1B_2010,2010,Residential,22.000710732186143,96.07672890973268,65.12691194057692,7.6095227550157,5.158218061746693
data_A1B_2010,2010,Residential,22.176493935161677,96.07672890973268,65.12691194057692,7.6703219855166935,5.199431643597646
data_A1B_2010,2010,Residential,22.269747409329995,96.07672890973268,65.12691194057692,7.70257614504391,5.221295562478772
data_A1B_2010,2010,Residential,22.00895548523341,96.07672890973268,65.12691194057692,7.61237441906812,5.160151100847145
data_A1B_2010,2010,Residential,21.835845625471944,96.07672890973268,65.12691194057692,7.552499834423664,5.119564302713314
data_A1B_2010,2010,Residential,22.140410826698893,96.07672890973268,65.12691194057692,7.657841696208696,5.190971710459013
data_A1B_2010,2010,Residential,22.03498098577905,96.07672890973268,65.12691194057692,7.621376020926508,5.166252958583228
data_A1B_2010,2010,Residential,22.071797779574183,96.07672890973268,65.12691194057692,7.6341100745469195,5.174884909297977
data_A1B_2010,2010,Residential,22.19287883113162,96.07672890973268,65.12691194057692,7.675989131466639,5.203273195234809
data_A1B_2010,2010,Residential,21.9540459901075,96.07672890973268,65.12691194057692,7.593382530228102,5.147277191773585
data_A1B_2010,2010,Residential,21.995253160922317,96.07672890973268,65.12691194057692,7.607635110874347,5.156938496599502
data_A1B_2010,2010,Commercial,7.685234535202122,146.52424625271075,95.04416402784165,4.053863511164854,2.6295720903222617
data_A1B_2010,2010,Commercial,8.654610042730692,146.52424625271075,95.04416402784165,4.56519676724012,2.9612526353938855
data_A1B_2010,2010,Commercial,7.787173471042831,146.52424625271075,95.04416402784165,4.107635003821161,2.6644514137021864
data_A1B_2010,2010,Commercial,7.576309282804281,146.52424625271075,95.04416402784165,3.996406825345126,2.5923023359218336
data_A1B_2010,2010,Commercial,8.30921000421517,146.52424625271075,95.04416402784165,4.383002638163202,2.8430709068966737
data_A1B_2010,2010,Commercial,7.736927164854166,146.52424625271075,95.04416402784165,4.081130716112565,2.6472591883003074
data_A1B_2010,2010,Commercial,8.24120299786234,146.52424625271075,95.04416402784165,4.347129806918494,2.8198016982560463
data_A1B_2010,2010,Commercial,8.148057126171114,146.52424625271075,95.04416402784165,4.2979965438105046,2.7879310008289133
data_A1B_2010,2010,Commercial,8.076652328242758,146.52424625271075,95.04416402784165,4.260331420707498,2.763499207252874
data_A1B_2010,2010,Commercial,7.916920348572478,146.52424625271075,95.04416402784165,4.1760748321823895,2.7088454743382875
data_A1B_2010,2010,Commercial,8.064210914180087,146.52424625271075,95.04416402784165,4.253768732963235,2.759242265576795
data_A1B_2010,2010,Commercial,7.7034371795950545,146.52424625271075,95.04416402784165,4.063465174662984,2.6358002887521823
data_A1B_2010,2010,Commercial,7.990292992652362,146.52424625271075,95.04416402784165,4.214777969112134,2.733950584166993
data_A1B_2010,2010,Commercial,8.435608065519716,146.52424625271075,95.04416402784165,4.44967600854083,2.886319139953823
data_A1B_2010,2010,Commercial,7.636716581291588,146.52424625271075,95.04416402784165,4.028270907309581,2.612971236191097
data_A1B_2010,2010,Commercial,8.088069937459668,146.52424625271075,95.04416402784165,4.266354064411754,2.767405844896458
data_A1B_2010,2010,Commercial,8.115508903332438,146.52424625271075,95.04416402784165,4.280827770064615,2.776794333759855
data_A1B_2010,2010,Commercial,7.695038847750754,146.52424625271075,95.04416402784165,4.059035161387225,2.6329267240064507
data_A1B_2010,2010,Commercial,8.714330215168005,146.52424625271075,95.04416402784165,4.5966983989489725,2.981686429307536
data_A1B_2010,2010,Commercial,8.163383991651049,146.52424625271075,95.04416402784165,4.306081270493215,2.79317522564906
data_A1B_2010,2010,Commercial,8.39132425990793,146.52424625271075,95.04416402784165,4.426316864082343,2.8711670377301863
data_A1B_2010,2010,Commercial,7.792525189019549,146.52424625271075,95.04416402784165,4.110457967014867,2.666282552122542
data_A1B_2010,2010,Commercial,8.043699973568785,146.52424625271075,95.04416402784165,4.242949472556416,2.7522242628430216
data_A1B_2010,2010,Commercial,7.682432348359693,146.52424625271075,95.04416402784165,4.052385393231048,2.628613296901063
data_A1B_2010,2010,Commercial,8.091130583340924,146.52424625271075,95.04416402784165,4.267968516202625,2.768453072401467
data_A1B_2010,2010,Commercial,8.19455945180769,146.52424625271075,95.04416402784165,4.322525929376934,2.803842189624637
data_A1B_2010,2010,Commercial,8.25401757233702,146.52424625271075,95.04416402784165,4.35388933203592,2.824186320121993
data_A1B_2010,2010,Commercial,8.840561190053377,146.52424625271075,95.04416402784165,4.663283633364739,3.024877492244175
data_A1B_2010,2010,Commercial,8.370382510164424,146.52424625271075,95.04416402784165,4.415270357335374,2.86400162977864
data_A1B_2010,2010,Commercial,8.209996270965867,146.52424625271075,95.04416402784165,4.330668655227022,2.809124036084333
data_A1B_2010,2010,Commercial,8.34505856662467,146.52424625271075,95.04416402784165,4.401912299073864,2.8553368148215927
data_A1B_2010,2010,Commercial,8.919023902252647,146.52424625271075,95.04416402784165,4.7046717165149285,3.0517242146421872
data_A1B_2010,2010,Commercial,7.798621505371235,146.52424625271075,95.04416402784165,4.1136736963849225,2.6683684615712053
data_A1B_2010,2010,Commercial,8.359526868845307,146.52424625271075,95.04416402784165,4.409544144552631,2.8602872745036585
data_A1B_2010,2010,Commercial,7.842396651224576,146.52424625271075,95.04416402784165,4.13676452928767,2.683346521285385
data_A1B_2010,2010,Commercial,8.17351740785528,146.52424625271075,95.04416402784165,4.311426518709858,2.7966424651078188
data_A1B_2010,2010,Commercial,7.910364147605315,146.52424625271075,95.04416402784165,4.172616519524409,2.7066022112338466
data_A1B_2010,2010,Commercial,8.058881087116628,146.52424625271075,95.04416402784165,4.250957316947964,2.757418617329221
data_A1B_2010,2010,Commercial,8.226647413184612,146.52424625271075,95.04416402784165,4.339451921053277,2.8148213740965744
data_A1B_2010,2010,Commercial,7.407749592487138,146.52424625271075,95.04416402784165,3.907493731684812,2.5346281224438894
data_A1B_2010,2010,Commercial,7.8735366155087405,146.52424625271075,95.04416402784165,4.153190464549935,2.6940013400290677
data_A1B_2010,2010,Commercial,8.333817054469698,146.52424625271075,95.04416402784165,4.3959825443309715,2.8514904303709514
data_A1B_2010,2010,Commercial,7.686958293405309,146.52424625271075,95.04416402784165,4.054772771702051,2.6301618896889303
data_A1B_2010,2010,Commercial,8.43108369910135,146.52424625271075,95.04416402784165,4.447289462775631,2.884771087307462
data_A1B_2010,2010,Commercial,8.425024325867229,146.52424625271075,95.04416402784165,4.444093220430414,2.8826978182786114
data_A1B_2010,2010,Commercial,8.082759652015358,146.52424625271075,95.04416402784165,4.263552956352143,2.7655888829895647
data_A1B_2010,2010,Commercial,7.793376025163644,146.52424625271075,95.04416402784165,4.110906772263779,2.6665736733586867
data_A1B_2010,2010,Commercial,8.66497704174376,146.52424625271075,95.04416402784165,4.570665227418774,2.964799797310714
data_A1B_2010,2010,Commercial,8.21137357682449,146.52424625271075,95.04416402784165,4.3313951665570825,2.80959529366653
data_A1B_2010,2010,Commercial,7.30724249491888,146.52424625271075,95.04416402784165,3.854477515513559,2.5002387154018253
data_A1B_2010,2010,Commercial,7.729341270792071,146.52424625271075,95.04416402784165,4.077129253438001,2.6446636064459796
data_A1B_2010,2010,Commercial,7.964380281074677,146.52424625271075,95.04416402784165,4.201109343195911,2.7250843169324486
data_A1B_2010,2010,Commercial,8.594222263070398,146.52424625271075,95.04416402784165,4.5333429812087624,2.9405904136667687
data_A1B_2010,2010,Commercial,8.904615038133832,146.52424625271075,95.04416402784165,4.697071223879206,3.046794092241038
data_A1B_2010,2010,Commercial,8.486570949296219,146.52424625271075,95.04416402784165,4.47655828181681,2.903756548819772
data_A1B_2010,2010,Commercial,7.914597479090332,146.52424625271075,95.04416402784165,4.174849548062337,2.7080506836612126
data_A1B_2010,2010,Commercial,8.097062745558588,146.52424625271075,95.04416402784165,4.271097656353957,2.770482815037347
data_A1B_2010,2010,Commercial,8.483730430539598,146.52424625271075,95.04416402784165,4.4750599442856,2.9027846397895103
data_A1B_2010,2010,Commercial,7.851330212575474,146.52424625271075,95.04416402784165,4.141476869323523,2.6864032196187795
data_A1B_2010,2010,Commercial,8.01501068287989,146.52424625271075,95.04416402784165,4.2278162364590415,2.7424079641027417
data_A1B_2010,2010,Commercial,7.7263170150396006,146.52424625271075,95.04416402784165,4.075533996977417,2.6436288301506994
data_A1B_2010,2010,Commercial,7.612874542698871,146.52424625271075,95.04416402784165,4.015694535067449,2.6048134683347453
data_A1B_2010,2010,Commercial,8.242918823337648,146.52424625271075,95.04416402784165,4.3480348830425894,2.8203887833685526
data_A1B_2010,2010,Commercial,7.701160260376636,146.52424625271075,95.04416402784165,4.062264128722858,2.6350212203709575
data_A1B_2010,2010,Commercial,7.821831195459939,146.52424625271075,95.04416402784165,4.125916512830545,2.6763098657017794
data_A1B_2010,2010,Commercial,8.11211645645402,146.52424625271075,95.04416402784165,4.279038297466091,2.77563357756061
data_A1B_2010,2010,Commercial,8.105044333007074,146.52424625271075,95.04416402784165,4.275307842259198,2.7732137869413096
data_A1B_2010,2010,Commercial,7.684270962752023,146.52424625271075,95.04416402784165,4.053355238947796,2.629242395345462
data_A1B_2010,2010,Commercial,8.385596962681653,146.52424625271075,95.04416402784165,4.42329578760942,2.8692073914929486
data_A1B_2010,2010,Commercial,8.507397598855313,146.52424625271075,95.04416402784165,4.487544074679826,2.9108825742084137
data_A1B_2010,2010,Commercial,8.196663650866887,146.52424625271075,95.04416402784165,4.323635867628946,2.804562160250543
data_A1B_2010,2010,Commercial,8.571319943369643,146.52424625271075,95.04416402784165,4.5212622987350315,2.9327541790778446
data_A1B_2010,2010,Commercial,7.933182493424114,146.52424625271075,95.04416402784165,4.184652906843008,2.714409713404092
data_A1B_2010,2010,Commercial,7.685327884185316,146.52424625271075,95.04416402784165,4.053912751566698,2.629604030516116
data_A1B_2010,2010,Commercial,8.484886765065834,146.52424625271075,95.04416402784165,4.475669896047142,2.903180290043688
data_A1B_2010,2010,Commercial,7.821252481908841,146.52424625271075,95.04416402784165,4.12561124878981,2.676111853657347
data_A1B_2010,2010,Commercial,7.543571606793539,146.52424625271075,95.04416402784165,3.9791381174595846,2.5811008457466746
data_A1B_2010,2010,Commercial,7.916610145037442,146.52424625271075,95.04416402784165,4.175911203761427,2.70873933540989
data_A1B_2010,2010,Commercial,8.071169822310365,146.52424625271075,95.04416402784165,4.257439468529946,2.761623318557635
data_A1B_2010,2010,Commercial,7.144696806100952,146.52424625271075,95.04416402784165,3.7687367311851308,2.444622246605719
data_A1B_2010,2010,Commercial,8.025727095583518,146.52424625271075,95.04416402784165,4.233469007917196,2.7460746810551986
data_A1B_2010,2010,Commercial,8.539563538867329,146.52424625271075,95.04416402784165,4.5045111990948,2.9218884397714167
data_A1B_2010,2010,Commercial,7.804050493138564,146.52424625271075,95.04416402784165,4.116537418410806,2.6702260385451124
data_A1B_2010,2010,Commercial,8.326838730541036,146.52424625271075,95.04416402784165,4.392301567177456,2.8491027341001374
data_A1B_2010,2010,Commercial,7.5306665815013325,146.52424625271075,95.04416402784165,3.9723308806858584,2.576685275320313
data_A1B_2010,2010,Commercial,8.133334826589092,146.52424625271075,95.04416402784165,4.2902307179528,2.7828936336660863
data_A1B_2010,2010,Commercial,8.765293114717705,146.52424625271075,95.04416402784165,4.623580680545113,2.999123843570426
data_A1B_2010,2010,Commercial,8.246077200385471,146.52424625271075,95.04416402784165,4.349700886781321,2.8214694504708553
data_A1B_2010,2010,Commercial,8.338822619055739,146.52424625271075,95.04416402784165,4.398622916011911,2.8532031292965945
data_A1B_2010,2010,Commercial,7.301208932181962,146.52424625271075,95.04416402784165,3.851294887877476,2.498174277666642
data_A1B_2010,2010,Commercial,8.062445735066284,146.52424625271075,95.04416402784165,4.252837623422291,2.7586382936731644
data_A1B_2010,2010,Commercial,8.377551953728876,146.52424625271075,95.04416402784165,4.419052147666973,2.8664547193511005
data_A1B_2010,2010,Commercial,7.579854742403929,146.52424625271075,95.04416402784165,3.9982770102087746,2.5935154467993087
data_A1B_2010,2010,Commercial,8.157823925149021,146.52424625271075,95.04416402784165,4.303148406101246,2.7912727989076123
data_A1B_2010,2010,Commercial,8.530038393790424,146.52424625271075,95.04416402784165,4.499486806164571,2.918629325747534
data_A1B_2010,2010,Commercial,8.343938364784275,146.52424625271075,95.04416402784165,4.401321406844731,2.8549535276907267
data_A1B_2010,2010,Commercial,8.22232654288562,146.52424625271075,95.04416402784165,4.3371727169039005,2.813342949476989
data_A1B_2010,2010,Commercial,8.04372057189773,146.52424625271075,95.04416402784165,4.242960337913058,2.752231310746459
data_A1B_2010,2010,Commercial,8.197321004624495,146.52424625271075,95.04416402784165,4.323982613378824,2.804787079748648
data_A1B_2010,2010,Commercial,8.075369852347487,146.52424625271075,95.04416402784165,4.2596549309774865,2.7630603965952067
data_A1B_2020,2020,Residential,23.169152964735208,92.16043272888635,76.14025144352493,7.687004987490325,6.3507784768863464
data_A1B_2020,2020,Residential,23.345052367915375,92.16043272888635,76.14025144352493,7.745364461900137,6.3989933661192016
data_A1B_2020,2020,Residential,23.12755747083788,92.16043272888635,76.14025144352493,7.673204536108586,6.339376947975011
data_A1B_2020,2020,Residential,23.13821398972536,92.16043272888635,76.14025144352493,7.67674012991998,6.34229795207439
data_A1B_2020,2020,Residential,22.90018372780685,92.16043272888635,76.14025144352493,7.597767030932452,6.277052689697274
data_A1B_2020,2020,Residential,23.332078627924197,92.16043272888635,76.14025144352493,7.741060066130022,6.395437200348874
data_A1B_2020,2020,Residential,23.018027341949256,92.16043272888635,76.14025144352493,7.636864897437772,6.309354202379813
data_A1B_2020,2020,Residential,23.164748810082802,92.16043272888635,76.14025144352493,7.68554378781547,6.3495712764928784
data_A1B_2020,2020,Residential,23.037978999966864,92.16043272888635,76.14025144352493,7.6434844098093935,6.314823049709247
data_A1B_2020,2020,Residential,23.47937519413995,92.16043272888635,76.14025144352493,7.789929761144943,6.43581191166724
data_A1B_2020,2020,Residential,23.4045889796838,92.16043272888635,76.14025144352493,7.765117373553781,6.415312643443717
data_A1B_2020,2020,Residential,23.36177336579042,92.16043272888635,76.14025144352493,7.7509121137395,6.403576673656534
data_A1B_2020,2020,Residential,23.138533594371587,92.16043272888635,76.14025144352493,7.676846167568974,6.342385557275645
data_A1B_2020,2020,Residential,23.417283512701257,92.16043272888635,76.14025144352493,7.7693291347160285,6.418792277212983
data_A1B_2020,2020,Residential,23.059015468007328,92.16043272888635,76.14025144352493,7.650463837801101,6.320589248787152
data_A1B_2020,2020,Residential,22.79078935619069,92.16043272888635,76.14025144352493,7.5614724334779515,6.247067155836374
data_A1B_2020,2020,Residential,23.25404412730809,92.16043272888635,76.14025144352493,7.715169970089595,6.374047560955424
data_A1B_2020,2020,Residential,22.938689861559997,92.16043272888635,76.14025144352493,7.610542501950315,6.287607409839172
data_A1B_2020,2020,Residential,22.790811985546156,92.16043272888635,76.14025144352493,7.561479941390244,6.247073358653711
data_A1B_2020,2020,Residential,22.941999929050265,92.16043272888635,76.14025144352493,7.611640708058469,6.288514715574786
data_A1B_2020,2020,Residential,22.823602804448182,92.16043272888635,76.14025144352493,7.572359199204606,6.25606148296017
data_A1B_2020,2020,Residential,23.409858116409453,92.16043272888635,76.14025144352493,7.76686555486846,6.416756939666372
data_A1B_2020,2020,Residential,23.214064880753767,92.16043272888635,76.14025144352493,7.7019057533041595,6.3630890533688165
data_A1B_2020,2020,Residential,23.027919295905164,92.16043272888635,76.14025144352493,7.64014682576337,6.312065635481107
data_A1B_2020,2020,Residential,22.952240461772906,92.16043272888635,76.14025144352493,7.615038286996003,6.291321695825889
data_A1B_2020,2020,Residential,22.888434653939036,92.16043272888635,76.14025144352493,7.593868951897895,6.273832210918589
data_A1B_2020,2020,Residential,23.026150588492406,92.16043272888635,76.14025144352493,7.63956000833746,6.311580824103412
data_A1B_2020,2020,Residential,23.031732106448068,92.16043272888635,76.14025144352493,7.64141183073374,6.3131107455535025
data_A1B_2020,2020,Residential,23.05852761904302,92.16043272888635,76.14025144352493,7.650301980463135,6.3204555269930385
data_A1B_2020,2020,Residential,22.794967388193545,92.16043272888635,76.14025144352493,7.562858610732371,6.248212374902426
data_A1B_2020,2020,Residential,22.996733943005307,92.16043272888635,76.14025144352493,7.629800225538376,6.303517577280966
data_A1B_2020,2020,Residential,23.26689738233247,92.16043272888635,76.14025144352493,7.7194343916516726,6.377570701205351
data_A1B_2020,2020,Residential,23.20180167520934,92.16043272888635,76.14025144352493,7.697837096917534,6.359727648575653
data_A1B_2020,2020,Residential,23.266938813187963,92.16043272888635,76.14025144352493,7.719448137479726,6.377582057606068
data_A1B_2020,2020,Residential,23.114795385989158,92.16043272888635,76.14025144352493,7.668970362764735,6.33587879791744
data_A1B_2020,2020,Residential,23.053288149215206,92.16043272888635,76.14025144352493,7.648563641959371,6.319019362612606
data_A1B_2020,2020,Residential,22.94398747756139,92.16043272888635,76.14025144352493,7.612300132049546,6.289059512371002
data_A1B_2020,2020,Residential,22.70066885017581,92.16043272888635,76.14025144352493,7.5315724720824715,6.222364683078888
data_A1B_2020,2020,Residential,23.50331316316071,92.16043272888635,76.14025144352493,7.797871842045918,6.442373426396277
data_A1B_2020,2020,Residential,23.056276460209,92.16043272888635,76.14025144352493,7.64955509648291,6.319838473314258
