Model,Scenario,Region,Variable,Unit,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
DEG-USA 1.0,Low Impact - 2.5th percentile,USA,Energy Service|Buildings|Residential|Floor Space,bn m2/yr,21.723770708093838,22.702651212869863,24.726437460012455,26.800515714730302,28.988194477690712,31.18729039310856,32.97716944375495,34.97996533729113,37.20274557213361,39.29393063460104
DEG-USA 1.0,Low Impact - 2.5th percentile,USA,Final Energy|Buildings|Commercial|Cooling|Space,EJ_yr,2.5878427516830964,3.339465261901127,4.094439687045003,4.713124395093555,5.437000591311163,6.279771443244836,7.111058114746857,7.984229529547715,8.923272950613438,9.730125469702333
DEG-USA 1.0,Low Impact - 2.5th percentile,USA,Final Energy|Buildings|Commercial|Heating|Space,EJ_yr,3.989531734950412,4.213004637869467,4.854916367542174,5.277946819511449,5.7435403167416,6.32975369744652,6.820525374356087,7.3423846097284375,7.838542457821398,8.472233795507197
DEG-USA 1.0,Low Impact - 2.5th percentile,USA,Final Energy|Buildings|Residential|Cooling|Space,EJ_yr,5.093287566923921,6.211585890204416,7.041689736446491,7.936601131699512,8.9027004300999,9.875209752773424,10.73631354629642,11.690862004062486,12.7490729668753,13.548841118445651
DEG-USA 1.0,Low Impact - 2.5th percentile,USA,Final Energy|Buildings|Residential|Heating|Space,EJ_yr,7.513735785187402,7.499846210071603,7.995989430133381,8.517616007622749,9.017000157543563,9.547102944939304,9.881080006480751,10.320557208837544,10.752296939354443,11.32297136027356
DEG-USA 1.0,Low Impact - 50th percentile,USA,Energy Service|Buildings|Commercial|Floor Space,bn m2/yr,8.084505544366628,9.239021061694157,10.533730582330154,12.138417986214028,13.622233219826967,14.97196791386796,16.393881646264422,17.77466696521323,19.365139061833084,20.83562223670514
DEG-USA 1.0,Low Impact - 50th percentile,USA,Energy Service|Buildings|Residential|Floor Space,bn m2/yr,22.036929238452764,23.12628705271714,25.16206933261094,27.33719487645312,29.351975020768045,31.52180923157369,33.538058760836336,35.64745613292232,37.7615442924456,39.82541285966985
DEG-USA 1.0,Low Impact - 50th percentile,USA,Final Energy|Buildings|Commercial|Cooling|Space,EJ_yr,2.766186255753998,3.6904713993347595,4.3823812199327525,5.254668650450009,6.119101896868852,6.935706510669785,7.813001886339285,8.699728807267118,9.722030536946754,10.522576885029366
DEG-USA 1.0,Low Impact - 50th percentile,USA,Final Energy|Buildings|Commercial|Heating|Space,EJ_yr,4.264473892371052,4.65582717649551,5.196338434482138,5.884389921916886,6.464098698661494,6.990909514316915,7.4937902005271475,8.000365553983226,8.54020151147056,9.1622386349244
DEG-USA 1.0,Low Impact - 50th percentile,USA,Final Energy|Buildings|Residential|Cooling|Space,EJ_yr,5.166709739832377,6.327495278086326,7.1657506526664925,8.095531224225597,9.014422779686349,9.9811325070255,10.91892120106268,11.913948067912495,12.940568662945388,13.732100164014238
DEG-USA 1.0,Low Impact - 50th percentile,USA,Final Energy|Buildings|Residential|Heating|Space,EJ_yr,7.622049875204837,7.639794783396289,8.136863256148953,8.688180897772806,9.130156884733454,9.649506383891275,10.049141496000463,10.517494995260682,10.91380033588403,11.47612371524945
DEG-USA 1.0,Low Impact - 97.5th percentile,USA,Energy Service|Buildings|Commercial|Floor Space,bn m2/yr,8.838528889080022,9.977397916960555,11.670461669481012,13.266129784198998,14.561612838946559,16.238122318580146,17.61260297724106,19.463715036749768,21.05870269523297,22.52205948072549
DEG-USA 1.0,Low Impact - 97.5th percentile,USA,Energy Service|Buildings|Residential|Floor Space,bn m2/yr,22.4474352762128,23.50331952689823,25.621732155757343,27.725168631862456,29.736750909521742,32.00517672308622,34.0154882992116,36.248182971756194,38.35619221838709,40.356425242088946
DEG-USA 1.0,Low Impact - 97.5th percentile,USA,Final Energy|Buildings|Commercial|Cooling|Space,EJ_yr,3.0241821221947385,3.9854115935496335,4.855299046101578,5.742850210711344,6.541070858673754,7.5222476653660495,8.393820527299283,9.52642559959316,10.572263386171517,11.374275258151116
DEG-USA 1.0,Low Impact - 97.5th percentile,USA,Final Energy|Buildings|Commercial|Heating|Space,EJ_yr,4.662211620438933,5.027918008012048,5.757093182447793,6.431075325766556,6.909858397200644,7.582119095142813,8.05087864146555,8.760604946203006,9.287078394489658,9.903831100798458
DEG-USA 1.0,Low Impact - 97.5th percentile,USA,Final Energy|Buildings|Residential|Cooling|Space,EJ_yr,5.2629557058925585,6.430653696669813,7.296655195191494,8.210424272517166,9.132593108401919,10.134187014364581,11.07435701640769,12.114720553168695,13.14434958504776,13.915197204323773
DEG-USA 1.0,Low Impact - 97.5th percentile,USA,Final Energy|Buildings|Residential|Heating|Space,EJ_yr,7.764034153505284,7.7643478827699,8.285508166328503,8.811484923142576,9.249844375176544,9.797475609288519,10.192195601180392,10.694734613633308,11.085664830715391,11.629140679981088
DEG-USA 1.0,Medium Impact - 2.5th percentile,USA,Energy Service|Buildings|Commercial|Floor Space,bn m2/yr,7.354983366263802,8.54247800881342,9.79606198381288,11.365206540655308,12.351589570293047,13.36154584282718,15.086520370518619,16.330419623492926,17.676300674033165,18.65301576119993
DEG-USA 1.0,Medium Impact - 2.5th percentile,USA,Energy Service|Buildings|Residential|Floor Space,bn m2/yr,21.752662192713547,22.769141047815733,24.764544953028256,26.8867121846525,28.943623674574503,30.9774255017972,33.06287836651097,35.02936397865165,37.049545722870945,39.307830649168054
DEG-USA 1.0,Medium Impact - 2.5th percentile,USA,Final Energy|Buildings|Commercial|Cooling|Space,EJ_yr,2.516573683746806,3.4219682893727947,4.220683751128575,5.267891447881157,6.140187649444098,7.0539193575465,8.388148120804914,9.553863758099261,10.898826309644601,11.588622266081085
DEG-USA 1.0,Medium Impact - 2.5th percentile,USA,Final Energy|Buildings|Commercial|Heating|Space,EJ_yr,3.879660218194904,4.322748306461846,4.754473269682377,5.305784473896583,5.525499562379242,5.766875582570414,6.283316102771559,6.60385524661597,6.882577276801563,7.215526180401453
DEG-USA 1.0,Medium Impact - 2.5th percentile,USA,Final Energy|Buildings|Residential|Cooling|Space,EJ_yr,5.100061374352698,6.241133248321587,7.294646608144152,8.508989346989603,9.825206228445923,11.158390973166652,12.536352502227182,13.967566212906426,15.558949241453881,16.62816459699171
DEG-USA 1.0,Medium Impact - 2.5th percentile,USA,Final Energy|Buildings|Residential|Heating|Space,EJ_yr,7.523728662795589,7.554290010594286,7.878559912507322,8.229348862369182,8.488498239290344,8.766623116093044,9.028478556893415,9.290088139323057,9.461045592661765,9.971761376996923
DEG-USA 1.0,Medium Impact - 50th percentile,USA,Energy Service|Buildings|Commercial|Floor Space,bn m2/yr,8.089600260400296,9.214317077404042,10.670146854273668,12.169307772982577,13.581394470086074,14.994671059336607,16.434773704590665,17.87733179083839,19.36531803938353,20.56466204941661
DEG-USA 1.0,Medium Impact - 50th percentile,USA,Energy Service|Buildings|Residential|Floor Space,bn m2/yr,22.05355288814409,23.091086927593544,25.199541877341012,27.298765833955876,29.403030829440887,31.410423299799934,33.59678718843432,35.59958717009845,37.68329878820529,39.74329886655803
DEG-USA 1.0,Medium Impact - 50th percentile,USA,Final Energy|Buildings|Commercial|Cooling|Space,EJ_yr,2.7679294586489624,3.6910953489809004,4.597287718718543,5.640600733001046,6.751544820434992,7.916090075930656,9.137780799037703,10.458861206621869,11.940238041567069,12.776277228909144
DEG-USA 1.0,Medium Impact - 50th percentile,USA,Final Energy|Buildings|Commercial|Heating|Space,EJ_yr,4.26716129030719,4.662718885603954,5.178706309337161,5.681174733515846,6.075654374190803,6.471736385740436,6.8448439883630545,7.22941076006293,7.54022577199608,7.955006273962874
DEG-USA 1.0,Medium Impact - 50th percentile,USA,Final Energy|Buildings|Residential|Cooling|Space,EJ_yr,5.170607268922858,6.329380193176551,7.422779341635108,8.639394287847786,9.981156640534474,11.314361285171906,12.738793110134427,14.194936318384848,15.82509371320825,16.81237820216741
DEG-USA 1.0,Medium Impact - 50th percentile,USA,Final Energy|Buildings|Residential|Heating|Space,EJ_yr,7.62779960039042,7.661104428338465,8.01694926456103,8.35546815902552,8.623231777462562,8.889161656455862,9.174273012434636,9.441316226446059,9.62288203434089,10.082232626093214
DEG-USA 1.0,Medium Impact - 97.5th percentile,USA,Energy Service|Buildings|Commercial|Floor Space,bn m2/yr,8.80480885426893,9.955666681135778,11.675845591256554,13.089391658311857,14.956459839216226,15.978317216674277,17.812228532241214,19.242985388250197,20.8239538013301,22.499992294137158
DEG-USA 1.0,Medium Impact - 97.5th percentile,USA,Energy Service|Buildings|Residential|Floor Space,bn m2/yr,22.370586992646558,23.48382743887824,25.623526589237386,27.682039028301368,29.958260357519897,31.936826428973276,34.14644542156356,36.20391116590373,38.12858571838596,40.53017872548825
DEG-USA 1.0,Medium Impact - 97.5th percentile,USA,Final Energy|Buildings|Commercial|Cooling|Space,EJ_yr,3.0126445091241445,3.9880671214211407,5.030598198452975,6.067069184192071,7.435113469527574,8.435383333749714,9.903649590533817,11.257816084159781,12.839601438448257,13.978646403594599
DEG-USA 1.0,Medium Impact - 97.5th percentile,USA,Final Energy|Buildings|Commercial|Heating|Space,EJ_yr,4.644424730775416,5.037863865868605,5.666817528951693,6.110710859938152,6.690791644752752,6.896280452225454,7.418533870910808,7.781667155321372,8.108171154654753,8.703648007143158
DEG-USA 1.0,Medium Impact - 97.5th percentile,USA,Final Energy|Buildings|Residential|Cooling|Space,EJ_yr,5.244938096864788,6.437032293789143,7.547668316837607,8.76069091590981,10.169634927801978,11.503977169309007,12.947205375088323,14.435903737336638,16.01209186957936,17.145247444663397
DEG-USA 1.0,Medium Impact - 97.5th percentile,USA,Final Energy|Buildings|Residential|Heating|Space,EJ_yr,7.737454159358741,7.791406916031049,8.15183520577249,8.472778479610724,8.786067810866385,9.038133940815872,9.32436815891329,9.601588139723171,9.73659138936964,10.281851329441402
